SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
239,11:18:56,29/01/2025,K_lowfl_medbth,Karina Guo,,,289,Low,-0.134554,1.90565,-0.144777,-1.276385,1.883635,1.9539,2.758365,0.87473,19.2428,18.550804,27.165506,0.441786,7.5,PSF-01163_20250129111856_25c,0,0,0,135.803101,573.874695,0.763358,0.5,0.8,20.446133,1,63.18,65.54,23.92,22.64,22.64,101.54,80,73.7,7.9,67,3.894,11:16:27,29/01/2025,-5.3,0,0,0,-0.013,-0.028,-0.095,-0.127,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.46334,2.507063,1.075005,0.749203,0.284709,-0.01245,0.7959,0.165592,135.803101,0.001128,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129111856_25c,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
240,11:19:29,29/01/2025,K_lowfl_medbth,Karina Guo,,,289,Low,-0.152071,1.904319,-0.165269,-1.602807,1.863743,1.952076,2.825763,0.96202,19.224558,18.354633,27.828856,0.441786,7.5,PSF-01163_20250129111929_9e7,0,0,0,141.474731,578.166992,0.755305,0.5,0.8,22.064909,1,62.57,65.54,23.91,23.04,23.04,101.54,79.9,78.6,1.6,73,3.892,11:16:27,29/01/2025,-5.3,0,-0.001,0,0.001,-0.081,-0.268,-0.859,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.463339,2.506239,1.07451,0.759888,0.284877,-0.007887,0.797401,0.170873,141.474731,0.001132,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129111929_9e7,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
241,11:20:09,29/01/2025,K_lowfl_medbth,Karina Guo,,,289,Low,-0.113316,1.904112,-0.120486,-1.10338,1.895687,1.956487,2.804073,0.908386,19.267569,18.668816,27.614637,0.441786,7.5,PSF-01163_20250129112009_fd6,0,0,0,132.51651,576.938843,0.770311,0.5,0.8,23.534466,1,63.7,65.74,23.89,22.91,22.91,101.54,79.9,79.5,0.5,76,3.892,11:16:27,29/01/2025,-5.3,0,0,-0.001,-0.004,-0.234,-0.402,-1.266,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.463607,2.507763,1.074432,0.761917,0.285037,-0.00914,0.799241,0.173784,132.51651,0.001141,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129112009_fd6,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
242,11:20:37,29/01/2025,K_lowfl_medbth,Karina Guo,,,289,Low,-0.119685,1.905217,-0.127708,-1.172795,1.893259,1.957837,2.804213,0.910954,19.280672,18.644712,27.61574,0.441786,7.5,PSF-01163_20250129112037_4ae,0,0,0,135.928986,559.521301,0.757062,0.5,0.8,24.319935,1,63.65,65.82,23.89,22.91,22.91,101.54,80,79.6,0.5,80,3.889,11:16:27,29/01/2025,-5.3,0,0,-0.001,-9999,-0.096,-0.17,-9999,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.463708,2.507694,1.074844,0.762051,0.285125,-0.009045,0.800583,0.177202,135.928986,0.001133,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129112037_4ae,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
243,11:21:51,29/01/2025,K_lowfl_medbth,Karina Guo,,,743,Mid,-0.139107,1.903457,-0.150075,-1.493114,1.898688,1.98099,2.885077,0.986389,19.510368,18.699789,28.414534,0.441786,7.5,PSF-01163_20250129112151_190,0,0,0,128.729584,591.887695,0.78251,0.5,0.8,22.661722,1,63.85,66.62,23.88,23.38,23.38,101.54,79.9,71.6,10.4,72,3.889,11:16:27,29/01/2025,-5.3,0,0,0,-9999,0.067,0.61,-9999,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.464751,2.507968,1.074189,0.744606,0.285181,-0.003779,0.804182,0.170323,128.729584,0.001122,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129112151_190,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
244,11:23:36,29/01/2025,K_lowfl_medbth,Karina Guo,,,743,Mid,-0.154541,1.90118,-0.168214,-1.553816,1.906438,1.992218,2.82256,0.916122,19.619505,18.774731,27.796764,0.441786,7.5,PSF-01163_20250129112336_63c,0,0,0,137.555115,623.441956,0.779362,0.5,0.8,17.4883,1,64.02,66.91,23.9,23.02,23.02,101.54,79.7,79.5,0.3,56,3.888,11:16:27,29/01/2025,-5.3,0,0,-0.001,-0.004,-0.098,-0.113,-0.041,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.465124,2.508202,1.073343,0.761842,0.284931,-0.008042,0.809122,0.156144,137.555115,0.001134,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129112336_63c,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
245,11:24:34,29/01/2025,K_lowfl_medbth,Karina Guo,,,743,Mid,-0.16321,1.900038,-0.178547,-1.666351,1.914723,2.006786,2.840275,0.925552,19.761749,18.855164,27.9695,0.441786,7.5,PSF-01163_20250129112434_f88,0,0,0,113.508942,528.242798,0.78512,0.5,0.8,15.570646,1,64.23,67.32,23.92,23.12,23.12,101.55,79.7,79.5,0.2,50,3.886,11:16:27,29/01/2025,-5.3,0,0,0,0.002,3.378,0.974,0.222,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.465666,2.508483,1.072919,0.761979,0.284732,-0.007092,0.811815,0.150475,113.508942,0.001138,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129112434_f88,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
246,11:25:33,29/01/2025,K_lowfl_medbth,Karina Guo,,,743,Mid,-0.139168,1.907646,-0.150119,-1.377902,1.926885,2.002606,2.837066,0.910181,19.721512,18.975813,27.939205,0.441786,7.5,PSF-01163_20250129112533_be7,0,0,0,133.881927,607.975952,0.779791,0.5,0.8,11.167787,1,64.57,67.11,23.94,23.1,23.1,101.54,80.1,68.6,14.4,36,3.883,11:16:27,29/01/2025,-5.3,0,0,0,-0.002,0.129,0.177,0.361,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.465381,2.508933,1.075748,0.738171,0.28452,-0.007506,0.81434,0.138492,133.881927,0.001144,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129112533_be7,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
247,11:27:12,29/01/2025,K_lowfl_medbth,Karina Guo,,,222,High,-0.121718,1.901568,-0.130042,-1.221702,1.941116,2.008519,2.872455,0.931339,19.780329,19.116524,28.288549,0.441786,7.5,PSF-01163_20250129112712_da3,0,0,0,172.453522,530.839233,0.67513,0.5,0.8,20.467396,1,64.9,67.16,23.98,23.31,23.31,101.54,79.8,79.4,0.4,76,3.882,11:26:51,29/01/2025,-4.73,0,-0.001,-0.001,-0.002,-0.165,-0.651,-2.299,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.465437,2.508605,1.073487,0.761772,0.284099,-0.005643,0.818769,0.173271,172.453522,0.00113,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129112712_da3,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
248,11:27:42,29/01/2025,K_lowfl_medbth,Karina Guo,,,222,High,-0.101333,1.904518,-0.107028,-1.016668,1.946843,2.002819,2.888426,0.941584,19.724236,19.172972,28.445911,0.441786,7.5,PSF-01163_20250129112742_b77,0,0,0,157.276871,572.300781,0.725185,0.5,0.8,23.486874,1,65.05,66.92,23.99,23.4,23.4,101.54,79.9,78.5,1.8,81,3.882,11:26:51,29/01/2025,-4.73,0,0,-0.001,-0.002,-0.246,-0.588,-0.641,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.465133,2.508807,1.074584,0.759691,0.283982,-0.004737,0.8201,0.177775,157.276871,0.001144,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129112742_b77,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
249,11:28:00,29/01/2025,K_lowfl_medbth,Karina Guo,,,222,High,-0.117577,1.904862,-0.125312,-1.183902,1.934689,1.999866,2.871323,0.936634,19.694912,19.053041,28.277126,0.441786,7.5,PSF-01163_20250129112800_2c3,0,0,0,176.11026,596.73822,0.704879,0.5,0.8,22.970985,1,64.63,66.8,23.99,23.3,23.3,101.54,79.9,77.9,2.6,81,3.883,11:26:51,29/01/2025,-4.73,0,0,0,-9999,-0.165,-0.419,-9999,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.464975,2.50823,1.074712,0.758272,0.283921,-0.005889,0.820856,0.178212,176.11026,0.00112,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129112800_2c3,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
250,11:28:31,29/01/2025,K_lowfl_medbth,Karina Guo,,,138,Low,-0.096835,1.903399,-0.102025,-0.944512,1.957774,2.009814,2.875473,0.917699,19.792246,19.279774,28.317089,0.441786,7.5,PSF-01163_20250129112831_f24,0,0,0,142.214661,599.593872,0.762815,0.5,0.8,24.991165,1,65.36,67.09,24,23.32,23.32,101.55,79.9,79.5,0.4,82,3.881,11:26:51,29/01/2025,-4.73,0,-0.001,-0.001,-9999,-0.071,-0.178,-9999,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.465352,2.509215,1.074167,0.761884,0.283804,-0.005738,0.822311,0.178589,142.214661,0.001137,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129112831_f24,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
251,11:29:17,29/01/2025,K_lowfl_medbth,Karina Guo,,,138,Low,-0.120797,1.906436,-0.128968,-1.238863,1.944115,2.01224,2.896305,0.952191,19.816193,19.145304,28.522312,0.441786,7.5,PSF-01163_20250129112917_732,0,0,0,149.076462,593.26532,0.748719,0.5,0.8,23.235224,1,64.84,67.11,24.02,23.44,23.44,101.55,80,79.6,0.5,78,3.88,11:26:51,29/01/2025,-4.73,0,0.001,0,0.002,-0.26,-0.409,-1.221,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.46537,2.508511,1.075298,0.762206,0.28362,-0.004589,0.824315,0.17483,149.076462,0.001147,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129112917_732,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
252,11:30:40,29/01/2025,K_lowfl_medbth,Karina Guo,,,138,Low,-0.110342,1.903161,-0.117134,-1.119127,1.952691,2.014368,2.899757,0.947066,19.836018,19.228674,28.554689,0.441786,7.5,PSF-01163_20250129113040_6d8,0,0,0,132.06517,581.947815,0.773064,0.5,0.8,22.109692,1,64.97,67.02,24.06,23.46,23.46,101.55,79.8,79.7,0.2,72,3.879,11:26:51,29/01/2025,-4.73,0,0,0,-9999,0.094,-0.234,-9999,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.465248,2.508683,1.074079,0.762253,0.283175,-0.004807,0.828038,0.16954,132.06517,0.001128,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129113040_6d8,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
253,11:31:10,29/01/2025,K_lowfl_medbth,Karina Guo,,,62,Low,-0.141118,1.89825,-0.152452,-1.424042,1.927972,2.006732,2.854184,0.926212,19.761507,18.985912,28.106888,0.441786,7.5,PSF-01163_20250129113110_240,0,0,0,160.099274,568.547485,0.718406,0.5,0.8,19.483776,1,64.08,66.7,24.08,23.2,23.2,101.55,79.6,79.4,0.2,68,3.878,11:26:51,29/01/2025,-4.73,0,-0.001,0,-9999,-0.391,-0.977,-9999,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.464823,2.50748,1.072256,0.761651,0.282981,-0.00791,0.829396,0.166323,160.099274,0.001139,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129113110_240,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
254,11:31:41,29/01/2025,K_lowfl_medbth,Karina Guo,,,62,Low,-0.133317,1.9075,-0.143335,-1.326589,1.930496,2.003399,2.848159,0.917664,19.729954,19.01198,28.049351,0.441786,7.5,PSF-01163_20250129113141_382,0,0,0,167.041183,577.165955,0.710584,0.5,0.8,19.872925,1,64.12,66.54,24.09,23.17,23.17,101.54,80.1,79.8,0.3,70,3.877,11:26:51,29/01/2025,-4.73,0,0.001,0.001,0.004,-0.089,-0.144,-0.184,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.464607,2.507522,1.075694,0.762592,0.282831,-0.008445,0.830728,0.168163,167.041183,0.001115,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129113141_382,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
255,11:32:48,29/01/2025,K_lowfl_medbth,Karina Guo,,,62,Low,-0.125296,1.907382,-0.134105,-1.271978,1.937988,2.007891,2.878265,0.940278,19.774046,19.085625,28.345634,0.441786,7.5,PSF-01163_20250129113248_ee2,0,0,0,171.880249,624.726562,0.724871,0.5,0.8,23.107004,1,64.29,66.6,24.11,23.34,23.34,101.54,80.1,79.5,0.7,80,3.877,11:26:51,29/01/2025,-4.73,0,0,0,0.003,-0.064,-0.179,-0.464,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.464692,2.507748,1.07565,0.761979,0.282601,-0.006741,0.833671,0.176666,171.880249,0.001131,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129113248_ee2,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
256,11:33:32,29/01/2025,K_lowfl_medbth,Karina Guo,,,224,High,-0.117787,1.901313,-0.125565,-1.163665,1.937355,2.00157,2.856157,0.918802,19.71208,19.079676,28.128326,0.441786,7.5,PSF-01163_20250129113332_d4f,0,0,0,164.414047,573.230286,0.71318,0.5,0.8,22.255962,1,64.22,66.35,24.12,23.21,23.21,101.54,79.7,79.4,0.4,78,3.876,11:26:51,29/01/2025,-4.73,0,0,-0.001,-9999,-0.411,-0.978,-9999,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.464354,2.507656,1.073393,0.761693,0.282468,-0.008289,0.835521,0.175207,164.414047,0.00115,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129113332_d4f,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
257,11:34:12,29/01/2025,K_lowfl_medbth,Karina Guo,,,224,High,-0.079281,1.900522,-0.082733,-0.754224,1.969119,2.010752,2.872801,0.903682,19.800999,19.39102,28.290083,0.441786,7.5,PSF-01163_20250129113412_07b,0,0,0,147.221451,607.601868,0.757701,0.5,0.8,24.338963,1,65.23,66.61,24.13,23.31,23.31,101.55,79.7,68.8,13.6,80,3.875,11:26:51,29/01/2025,-4.73,0,0,0,-0.002,-0.139,-0.473,-1.355,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.46469,2.509017,1.073099,0.738738,0.28234,-0.007348,0.837208,0.177198,147.221451,0.00114,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129113412_07b,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
258,11:34:41,29/01/2025,K_lowfl_medbth,Karina Guo,,,224,High,-0.113957,1.902076,-0.12122,-1.149862,1.946051,2.00947,2.886385,0.940333,19.788523,19.163998,28.424057,0.441786,7.5,PSF-01163_20250129113441_62c,0,0,0,156.856659,568.490295,0.724082,0.5,0.8,21.752659,1,64.43,66.53,24.14,23.39,23.39,101.55,79.8,79.7,0.1,75,3.875,11:26:51,29/01/2025,-4.73,0,0,0,0.002,0.069,-0.005,-0.207,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.464582,2.507932,1.073676,0.762245,0.28223,-0.006589,0.838388,0.172674,156.856659,0.001133,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129113441_62c,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
259,11:35:28,29/01/2025,K_lowfl_medbth,Karina Guo,,,297,High,-0.125622,1.901806,-0.134506,-1.257221,1.938168,2.007524,2.864852,0.926684,19.769852,19.086838,28.212708,0.441786,7.5,PSF-01163_20250129113528_538,0,0,0,134.833939,579.762695,0.767433,0.5,0.8,24.36517,1,64.1,66.4,24.16,23.26,23.26,101.54,79.8,79.6,0.3,79,3.871,11:26:51,29/01/2025,-4.73,0,0,0,0.002,-0.084,-0.234,-0.473,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.464411,2.507493,1.073576,0.762009,0.282049,-0.008144,0.840311,0.176386,134.833939,0.001142,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129113528_538,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
260,11:38:22,29/01/2025,K_lowfl_medbth,Karina Guo,,,297,High,0.083123,1.900823,0.079641,0.654186,2.037926,2.001848,2.851987,0.814061,19.713171,20.068453,28.084908,0.441786,7.5,PSF-01163_20250129113822_103,0,0,0,131.485107,576.579834,0.771957,0.5,0.8,24.847683,1,67.06,65.88,24.24,23.19,23.19,101.55,79.7,79.6,0.1,80,3.871,11:38:01,29/01/2025,-1.6,1,0,0.001,0.002,0.166,0.27,0.608,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.463716,2.507254,1.073211,0.762194,0.281105,-0.009904,0.847792,0.177341,131.485107,0.001129,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129113822_103,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
261,11:39:00,29/01/2025,K_lowfl_medbth,Karina Guo,,,297,High,0.071205,1.900512,0.068634,0.59684,2.040954,2.008033,2.902507,0.861553,19.774513,20.098711,28.583033,0.441786,7.5,PSF-01163_20250129113900_84d,0,0,0,118.813637,551.951416,0.784739,0.5,0.8,24.546782,1,67.11,66.02,24.26,23.48,23.48,101.55,79.7,68.4,14.2,78,3.869,11:38:01,29/01/2025,-1.6,1,-0.001,-0.001,-0.003,0.006,0.058,-0.467,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.463906,2.50731,1.073095,0.737812,0.280946,-0.006833,0.849436,0.175367,118.813637,0.001156,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129113900_84d,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
262,11:39:26,29/01/2025,K_lowfl_medbth,Karina Guo,,,699,Mid,0.092552,1.907673,0.08827,0.703444,2.047411,2.008801,2.837198,0.789787,19.782028,20.162254,27.939821,0.441786,7.5,PSF-01163_20250129113926_14e,0,0,0,151.440384,581.796875,0.739702,0.5,0.8,23.367847,1,67.3,66.03,24.26,23.1,23.1,101.55,80.1,79.6,0.7,79,3.869,11:38:01,29/01/2025,-1.6,1,-0.001,-0.001,-0.004,-0.051,-0.861,-1.388,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.463912,2.507569,1.075758,0.762005,0.280891,-0.011068,0.850483,0.176043,151.440384,0.001119,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129113926_14e,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
263,11:39:48,29/01/2025,K_lowfl_medbth,Karina Guo,,,699,Mid,0.058902,1.903026,0.057133,0.460022,2.040064,2.014733,2.838039,0.797976,19.840738,20.090193,27.948517,0.441786,7.5,PSF-01163_20250129113948_bfd,0,0,0,143.502121,565.852417,0.746397,0.5,0.8,21.625439,1,67.03,66.2,24.27,23.11,23.11,101.55,79.8,79.3,0.6,72,3.869,11:38:01,29/01/2025,-1.6,1,0,0,0.002,0.118,-0.101,0.438,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.464137,2.507211,1.074029,0.761516,0.280828,-0.011076,0.85138,0.170351,143.502121,0.001141,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129113948_bfd,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
264,11:40:15,29/01/2025,K_lowfl_medbth,Karina Guo,,,699,Mid,0.08568,1.905326,0.081992,0.646852,2.047082,2.011523,2.828913,0.781831,19.810156,20.160349,27.860086,0.441786,7.5,PSF-01163_20250129114015_59b,0,0,0,137.908813,545.96936,0.747406,0.5,0.8,23.66,1,67.24,66.07,24.27,23.05,23.05,101.54,80,79.5,0.5,79,3.868,11:38:01,29/01/2025,-1.6,1,0.001,0.001,0.003,-0.117,-0.156,-0.164,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.463969,2.507491,1.074884,0.761947,0.280765,-0.011728,0.852504,0.176185,137.908813,0.001122,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129114015_59b,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
265,11:40:54,29/01/2025,K_lowfl_medbth,Karina Guo,,,365,Low,0.037416,1.902915,0.036695,0.331231,2.032349,2.014108,2.926535,0.894187,19.83556,20.015202,28.82143,0.441786,7.5,PSF-01163_20250129114054_771,0,0,0,136.881348,531.004089,0.742222,0.5,0.8,20.388098,1,66.71,66.11,24.28,23.62,23.62,101.54,79.8,79.4,0.5,69,3.867,11:38:01,29/01/2025,-1.6,1,0,0,-9999,-0.859,-0.605,-9999,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.464014,2.506768,1.073988,0.761745,0.280628,-0.005628,0.854095,0.16708,136.881348,0.001125,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129114054_771,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
