SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
9,8:34:22,14/01/2025,K_lowfl_medbth,Karina Guo,,,556,Mid,0.114568,1.903705,0.108065,1.006111,2.297713,2.242956,3.209532,0.91182,22.275745,22.819557,31.875227,0.441786,7.5,PSF-01163_20250114083422_9b2,0,0,0,158.934113,583.701599,0.727713,0.5,0.8,15.456215,1,68.29,66.67,25.95,25.16,25.16,100.69,79.9,79.2,0.8,53,4.026,8:27:29,14/01/2025,-2.41,1,-0.001,-0.001,-0.004,0.146,0.243,0.213,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.464416,2.509711,1.074281,0.761264,0.262586,-0.007031,0.092609,0.153535,158.934113,0.001167,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114083422_9b2,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
10,8:34:53,14/01/2025,K_lowfl_medbth,Karina Guo,,,82,Low,0.12643,1.905215,0.118562,1.007624,2.310027,2.25525,3.142621,0.832594,22.397228,22.941231,31.209846,0.441786,7.5,PSF-01163_20250114083453_348,0,0,0,131.505844,601.806885,0.781482,0.5,0.8,15.879465,1,68.4,66.78,26.01,24.8,24.8,100.69,80,79.4,0.7,51,4.024,8:27:29,14/01/2025,-2.41,1,0,0,0,-0.025,-0.09,-0.303,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.464556,2.50985,1.074843,0.761731,0.261928,-0.011726,0.096165,0.151535,131.505844,0.001173,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114083453_348,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
11,8:35:45,14/01/2025,K_lowfl_medbth,Karina Guo,,,82,Low,0.142272,1.905457,0.132387,1.150655,2.338895,2.27637,3.190068,0.851172,22.606583,23.227522,31.680498,0.441786,7.5,PSF-01163_20250114083545_a6d,0,0,0,129.736298,596.02655,0.782331,0.5,0.8,17.069067,1,68.8,66.96,26.13,25.05,25.05,100.69,80,79.3,0.8,55,4.023,8:27:29,14/01/2025,-2.41,1,-0.002,0,-0.002,0.296,0.36,0.579,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.464766,2.510365,1.074933,0.76154,0.260755,-0.01017,0.102327,0.154793,129.736298,0.001158,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114083545_a6d,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
12,8:36:11,14/01/2025,K_lowfl_medbth,Karina Guo,,,82,Low,0.096263,1.898244,0.091617,0.846304,2.334086,2.287869,3.238525,0.904439,22.720448,23.179413,32.161247,0.441786,7.5,PSF-01163_20250114083611_fd5,0,0,0,133.618713,601.683472,0.777925,0.5,0.8,17.530916,1,68.44,67.08,26.18,25.31,25.31,100.7,79.6,79.8,-0.3,56,4.018,8:27:29,14/01/2025,-2.41,1,0,-0.001,0.001,0.024,0.063,-0.074,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.464917,2.509867,1.072254,0.762639,0.260195,-0.00792,0.105278,0.156353,133.618713,0.001158,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114083611_fd5,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
13,8:37:12,14/01/2025,K_lowfl_medbth,Karina Guo,,,551,Mid,0.030918,1.899636,0.030422,0.320478,2.319662,2.302174,3.350574,1.030912,22.862165,23.035828,33.273487,0.441786,7.5,PSF-01163_20250114083712_3b9,0,0,0,127.395988,479.811432,0.734487,0.5,0.8,16.927841,1,67.49,66.98,26.31,25.88,25.88,100.7,79.6,79.8,-0.1,58,4.021,8:27:29,14/01/2025,-2.41,1,0,-0.001,-0.003,0.151,0.327,0.492,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.464754,2.508555,1.07277,0.762468,0.258831,-0.002911,0.112403,0.157465,127.395988,0.001151,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114083712_3b9,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
14,8:38:19,14/01/2025,K_lowfl_medbth,Karina Guo,,,551,Mid,0.050195,1.905266,0.048906,0.511883,2.346815,2.319001,3.370745,1.02393,23.031668,23.307913,33.477299,0.441786,7.5,PSF-01163_20250114083819_3cb,0,0,0,122.963547,470.000275,0.738376,0.5,0.8,18.420607,1,67.6,66.8,26.48,25.98,25.98,100.69,80,79.6,0.4,62,4.019,8:37:47,14/01/2025,-2.12,1,0,0,0.003,0.198,0.316,0.168,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.464491,2.508298,1.074862,0.762175,0.257107,-0.003662,0.12007,0.161597,122.963547,0.001148,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114083819_3cb,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
15,8:39:12,14/01/2025,K_lowfl_medbth,Karina Guo,,,551,Mid,0.061011,1.898978,0.059112,0.618591,2.363726,2.329975,3.387321,1.023594,23.14043,23.475634,33.641582,0.441786,7.5,PSF-01163_20250114083912_634,0,0,0,123.996735,476.153625,0.739587,0.5,0.8,18.72987,1,67.66,66.69,26.59,26.07,26.07,100.69,79.6,67.6,15.1,63,3.993,8:37:47,14/01/2025,-2.12,1,0,0,-0.003,0.27,0.574,1.231,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.464325,2.508353,1.072526,0.736032,0.256003,-0.003946,0.126186,0.162418,123.996735,0.001158,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114083912_634,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
16,8:40:00,14/01/2025,K_lowfl_medbth,Karina Guo,,,530,Low,0.08109,1.902583,0.077775,0.77407,2.392579,2.350454,3.366188,0.973609,23.340399,23.758705,33.426807,0.441786,7.5,PSF-01163_20250114084000_079,0,0,0,130.53775,536.940674,0.756886,0.5,0.8,19.371258,1,68.13,66.93,26.68,25.96,25.96,100.7,79.8,73.5,7.9,64,4.017,8:37:47,14/01/2025,-2.12,1,0.001,0,-0.004,-0.002,-0.116,-0.634,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.464626,2.508984,1.073864,0.748833,0.255121,-0.006137,0.131425,0.163002,130.53775,0.001158,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114084000_079,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
17,8:40:35,14/01/2025,K_lowfl_medbth,Karina Guo,,,530,Low,0.074418,1.901768,0.071616,0.715069,2.392506,2.353573,3.369198,0.976692,23.37241,23.759047,33.458191,0.441786,7.5,PSF-01163_20250114084035_130,0,0,0,128.423813,556.043762,0.76904,0.5,0.8,19.982979,1,67.89,66.78,26.74,25.97,25.97,100.7,79.8,70.1,12.1,65,4.016,8:37:47,14/01/2025,-2.12,1,-0.001,-0.001,0.002,0.113,0.192,0.293,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.464413,2.508636,1.073562,0.741476,0.254496,-0.006666,0.135235,0.163852,128.423813,0.00116,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114084035_130,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
18,8:40:59,14/01/2025,K_lowfl_medbth,Karina Guo,,,530,Low,0.093915,1.903715,0.089499,0.839495,2.401046,2.355401,3.318788,0.917742,23.389988,23.843262,32.956768,0.441786,7.5,PSF-01163_20250114084059_772,0,0,0,126.617432,543.27179,0.766935,0.5,0.8,19.689129,1,67.96,66.67,26.78,25.72,25.72,100.7,79.9,79.3,0.7,64,4.015,8:37:47,14/01/2025,-2.12,1,0,0,-0.007,-0.097,-0.291,-0.918,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.464257,2.508729,1.074285,0.761407,0.254072,-0.010037,0.137872,0.163174,126.617432,0.001173,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114084059_772,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
19,8:41:32,14/01/2025,K_lowfl_medbth,Karina Guo,,,179,Mid,0.065948,1.906741,0.063743,0.646812,2.389539,2.354438,3.382096,0.992557,23.380131,23.728693,33.585018,0.441786,7.5,PSF-01163_20250114084132_8de,0,0,0,151.135681,507.212158,0.702027,0.5,0.8,17.503286,1,67.41,66.42,26.84,26.04,26.04,100.7,80,79.4,0.8,62,4.015,8:37:47,14/01/2025,-2.12,1,0.001,0.001,0.003,0.377,0.757,1.377,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.463919,2.507972,1.075411,0.761714,0.2535,-0.007052,0.141478,0.161565,151.135681,0.001178,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114084132_8de,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
20,8:42:33,14/01/2025,K_lowfl_medbth,Karina Guo,,,179,Mid,0.047162,1.899421,0.046019,0.499434,2.404797,2.377562,3.465868,1.061071,23.609119,23.87956,34.415958,0.441786,7.5,PSF-01163_20250114084233_bc7,0,0,0,152.069092,470.823181,0.677014,0.5,0.8,17.171185,1,67.39,66.63,26.95,26.45,26.45,100.71,79.6,79.7,-0.1,63,4.013,8:37:47,14/01/2025,-2.12,1,0,0,-0.006,-0.003,-0.076,-0.705,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.46417,2.507926,1.07269,0.762354,0.252364,-0.003607,0.14811,0.162501,152.069092,0.001143,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114084233_bc7,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
21,8:43:01,14/01/2025,K_lowfl_medbth,Karina Guo,,,179,Mid,0.046927,1.905056,0.045799,0.485147,2.40377,2.377415,3.439596,1.035826,23.607601,23.869305,34.154999,0.441786,7.5,PSF-01163_20250114084301_8df,0,0,0,155.965088,464.506042,0.664235,0.5,0.8,16.862778,1,67.16,66.42,27,26.32,26.32,100.71,79.9,79.4,0.7,63,4.013,8:37:47,14/01/2025,-2.12,1,0,-0.001,-0.003,-0.077,-0.225,-0.469,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.463892,2.507603,1.074784,0.76162,0.251849,-0.005668,0.151117,0.162553,155.965088,0.001165,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114084301_8df,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
22,8:43:27,14/01/2025,K_lowfl_medbth,Karina Guo,,,390,Low,0.069796,1.903675,0.067327,0.593969,2.405327,2.373031,3.268734,0.863406,23.564062,23.884764,32.458344,0.441786,7.5,PSF-01163_20250114084327_bd8,0,0,0,136.421799,565.191528,0.758627,0.5,0.8,19.027401,1,67.03,66.13,27.04,25.46,25.46,100.71,79.9,79.4,0.6,63,4.012,8:37:47,14/01/2025,-2.12,1,-0.001,0,0.002,0.211,0.528,0.952,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.463503,2.507424,1.07427,0.761669,0.251418,-0.015945,0.153836,0.161888,136.421799,0.00114,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114084327_bd8,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
23,8:44:05,14/01/2025,K_lowfl_medbth,Karina Guo,,,390,Low,0.06583,1.905315,0.063631,0.634954,2.428159,2.39368,3.40398,0.975821,23.76881,24.111179,33.800907,0.441786,7.5,PSF-01163_20250114084405_020,0,0,0,125.270607,550.869934,0.772595,0.5,0.8,19.273785,1,67.42,66.46,27.11,26.15,26.15,100.71,80,76.2,4.7,62,4.011,8:37:47,14/01/2025,-2.12,1,0,-0.001,-0.001,-0.031,-0.237,-0.974,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.463928,2.507943,1.07488,0.754629,0.250801,-0.008877,0.157877,0.161596,125.270607,0.001148,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114084405_020,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
24,8:44:44,14/01/2025,K_lowfl_medbth,Karina Guo,,,390,Low,0.092393,1.901672,0.088112,0.842028,2.451797,2.405968,3.386372,0.934575,23.888754,24.343794,33.62315,0.441786,7.5,PSF-01163_20250114084444_cde,0,0,0,123.610497,549.486267,0.775043,0.5,0.8,20.00334,1,67.82,66.56,27.17,26.06,26.06,100.72,79.8,79.4,0.5,65,4.01,8:37:47,14/01/2025,-2.12,1,0.001,0,0.002,0.039,0.05,0.001,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.464036,2.508478,1.073526,0.761576,0.250168,-0.010602,0.162052,0.163471,123.610497,0.001143,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250114084444_cde,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
